""
""
BIÃ“PSIA ESCROTAL,,,,Seg. Ambulatorial,HCO,HSO,REF,,,ESCROTO,"SISTEMA GENITAL E REPRODUTOR
MASCULINO",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
DRENAGEM DE ABSCESSO,,,,Seg. Ambulatorial,HCO,HSO,REF,,,ESCROTO,"SISTEMA GENITAL E REPRODUTOR
MASCULINO",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
ELEFANTÃ�ASE PENO-ESCROTAL - TRATAMENTO CIRÃšRGICO,,,,,HCO,HSO,REF,,,ESCROTO,"SISTEMA GENITAL E REPRODUTOR
MASCULINO",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
EXÃ‰RESE DE CISTO ESCROTAL,,,,Seg. Ambulatorial,HCO,HSO,REF,,,ESCROTO,"SISTEMA GENITAL E REPRODUTOR
MASCULINO",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
RECONSTRUÃ‡ÃƒO DA BOLSA ESCROTAL COM RETALHO INGUINAL PEDICULADO,,,,,HCO,HSO,REF,,,ESCROTO,"SISTEMA GENITAL E REPRODUTOR
MASCULINO",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
PROCEDIMENTO,"RN
(alteraÃ§Ã£o)",VIGÃŠNCIA,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÃ�TULO
RESSECÃ‡ÃƒO DA BOLSA ESCROTAL,,,,,HCO,HSO,REF,,,ESCROTO,"SISTEMA GENITAL E REPRODUTOR
MASCULINO",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
AUTOTRANSPLANTE DE UM TESTÃ�CULO,,,,,HCO,HSO,REF,,,TESTÃ�CULO,"SISTEMA GENITAL E REPRODUTOR
MASCULINO",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
BIÃ“PSIA DE TESTÃ�CULO,,,,Seg. Ambulatorial,HCO,HSO,REF,,,TESTÃ�CULO,"SISTEMA GENITAL E REPRODUTOR
MASCULINO",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
ESCROTO AGUDO - EXPLORAÃ‡ÃƒO CIRÃšRGICA,,,,,HCO,HSO,REF,,,TESTÃ�CULO,"SISTEMA GENITAL E REPRODUTOR
MASCULINO",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
HIDROCELE - CORREÃ‡ÃƒO CIRÃšRGICA,,,,,HCO,HSO,REF,,,TESTÃ�CULO,"SISTEMA GENITAL E REPRODUTOR
MASCULINO",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
IMPLANTE DE PRÃ“TESE TESTICULAR,,,,,HCO,HSO,REF,,,TESTÃ�CULO,"SISTEMA GENITAL E REPRODUTOR
MASCULINO",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
ORQUIDOPEXIA,,,,,HCO,HSO,REF,,,TESTÃ�CULO,"SISTEMA GENITAL E REPRODUTOR
MASCULINO",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
ORQUIDOPEXIA LAPAROSCÃ“PICA,,,,,HCO,HSO,REF,,,TESTÃ�CULO,"SISTEMA GENITAL E REPRODUTOR
MASCULINO",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
ORQUIECTOMIA,,,,,HCO,HSO,REF,,,TESTÃ�CULO,"SISTEMA GENITAL E REPRODUTOR
MASCULINO",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
PUNÃ‡ÃƒO DA VAGINAL,,,,Seg. Ambulatorial,HCO,HSO,REF,,,TESTÃ�CULO,"SISTEMA GENITAL E REPRODUTOR
MASCULINO",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
REPARAÃ‡ÃƒO PLÃ�STICA (TRAUMA),,,,,HCO,HSO,REF,,,TESTÃ�CULO,"SISTEMA GENITAL E REPRODUTOR
MASCULINO",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
TORÃ‡ÃƒO DE TESTÃ�CULO - CURA CIRÃšRGICA,,,,,HCO,HSO,REF,,,TESTÃ�CULO,"SISTEMA GENITAL E REPRODUTOR
MASCULINO",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
TUMOR DE TESTÃ�CULO - RESSECÃ‡ÃƒO,,,,,HCO,HSO,REF,,,TESTÃ�CULO,"SISTEMA GENITAL E REPRODUTOR
MASCULINO",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
VARICOCELE - CORREÃ‡ÃƒO CIRÃšRGICA,,,,,HCO,HSO,REF,,,TESTÃ�CULO,"SISTEMA GENITAL E REPRODUTOR
MASCULINO",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
BIÃ“PSIA DE EPIDÃ�DIMO,,,,Seg. Ambulatorial,HCO,HSO,REF,,,EPIDÃ�DIMO,"SISTEMA GENITAL E REPRODUTOR
MASCULINO",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
DRENAGEM DE ABSCESSO,,,,Seg. Ambulatorial,HCO,HSO,REF,,,EPIDÃ�DIMO,"SISTEMA GENITAL E REPRODUTOR
MASCULINO",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
EPIDIDIMECTOMIA,,,,,HCO,HSO,REF,,,EPIDÃ�DIMO,"SISTEMA GENITAL E REPRODUTOR
MASCULINO",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
EPIDIDIMOVASOPLASTIA (INCLUINDO MICROCIRURGIA),,,,,HCO,HSO,REF,,,EPIDÃ�DIMO,"SISTEMA GENITAL E REPRODUTOR
MASCULINO",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
EXÃ‰RESE DE CISTO,,,,Seg. Ambulatorial,HCO,HSO,REF,,,EPIDÃ�DIMO,"SISTEMA GENITAL E REPRODUTOR
MASCULINO",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
PROCEDIMENTO,"RN
(alteraÃ§Ã£o)",VIGÃŠNCIA,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÃ�TULO
ESPERMATOCELECTOMIA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,CORDÃƒO ESPERMÃ�TICO,"SISTEMA GENITAL E REPRODUTOR
MASCULINO",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
EXPLORAÃ‡ÃƒO CIRÃšRGICA DO DEFERENTE,,,,,HCO,HSO,REF,,,CORDÃƒO ESPERMÃ�TICO,"SISTEMA GENITAL E REPRODUTOR
MASCULINO",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
CIRURGIA DE ESTERILIZAÃ‡ÃƒO MASCULINA (VASECTOMIA) - COM DIRETRIZ DE UTILIZAÃ‡ÃƒO,,,,,HCO,HSO,REF,,12,CORDÃƒO ESPERMÃ�TICO,"SISTEMA GENITAL E REPRODUTOR
MASCULINO",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
VASOVASOANASTOMOSE (EXCETO PARA REVERSÃƒO DE VASECTOMIA),,,,,HCO,HSO,REF,,,CORDÃƒO ESPERMÃ�TICO,"SISTEMA GENITAL E REPRODUTOR
MASCULINO",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
AMPUTAÃ‡ÃƒO PARCIAL OU TOTAL,,,,,HCO,HSO,REF,,,PÃŠNIS,"SISTEMA GENITAL E REPRODUTOR
MASCULINO",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
BIÃ“PSIA PENIANA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,PÃŠNIS,"SISTEMA GENITAL E REPRODUTOR
MASCULINO",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
DOENÃ‡A DE PEYRONIE - TRATAMENTO CIRÃšRGICO,,,,,HCO,HSO,REF,,,PÃŠNIS,"SISTEMA GENITAL E REPRODUTOR
MASCULINO",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
ELETROCOAGULAÃ‡ÃƒO DE LESÃ•ES CUTÃ‚NEAS,,,,,HCO,HSO,REF,,,PÃŠNIS,"SISTEMA GENITAL E REPRODUTOR
MASCULINO",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
EMASCULAÃ‡ÃƒO PARA TRATAMENTO ONCOLÃ“GICO OU FASCEÃ�TE NECROTIZANTE,,,,,HCO,HSO,REF,,,PÃŠNIS,"SISTEMA GENITAL E REPRODUTOR
MASCULINO",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
EPISPADIA - RECONSTRUÃ‡ÃƒO,,,,,HCO,HSO,REF,,,PÃŠNIS,"SISTEMA GENITAL E REPRODUTOR
MASCULINO",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
EPISPADIA COM INCONTINÃŠNCIA - TRATAMENTO CIRÃšRGICO,,,,,HCO,HSO,REF,,,PÃŠNIS,"SISTEMA GENITAL E REPRODUTOR
MASCULINO",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
FRATURA DE PÃŠNIS - TRATAMENTO CIRÃšRGICO,,,,,HCO,HSO,REF,,,PÃŠNIS,"SISTEMA GENITAL E REPRODUTOR
MASCULINO",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
HIPOSPADIA - TRATAMENTO CIRÃšRGICO,,,,,HCO,HSO,REF,,,PÃŠNIS,"SISTEMA GENITAL E REPRODUTOR
MASCULINO",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
IMPLANTE DE PRÃ“TESE SEMI-RÃ�GIDA (EXCLUI PRÃ“TESES INFLÃ�VEIS),,,,,HCO,HSO,REF,,,PÃŠNIS,"SISTEMA GENITAL E REPRODUTOR
MASCULINO",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
NEOFALOPLASTIA COM OU SEM RECONSTRUÃ‡ÃƒO URETRAL,,,,,HCO,HSO,REF,,,PÃŠNIS,"SISTEMA GENITAL E REPRODUTOR
MASCULINO",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
PARAFIMOSE - REDUÃ‡ÃƒO MANUAL OU CIRÃšRGICA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,PÃŠNIS,"SISTEMA GENITAL E REPRODUTOR
MASCULINO",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
PÃŠNIS CURVO CONGÃŠNITO - TRATAMENTO CIRÃšRGICO,,,,,HCO,HSO,REF,,,PÃŠNIS,"SISTEMA GENITAL E REPRODUTOR
MASCULINO",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
PLÃ�STICA - RETALHO CUTÃ‚NEO Ã€ DISTÃ‚NCIA,,,,,HCO,HSO,REF,,,PÃŠNIS,"SISTEMA GENITAL E REPRODUTOR
MASCULINO",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
PLÃ�STICA DE CORPO CAVERNOSO,,,,Seg. Ambulatorial,HCO,HSO,REF,,,PÃŠNIS,"SISTEMA GENITAL E REPRODUTOR
MASCULINO",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
PROCEDIMENTO,"RN
(alteraÃ§Ã£o)",VIGÃŠNCIA,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÃ�TULO
PLÃ�STICA DO FREIO BÃ�LANO-PREPUCIAL,,,,Seg. Ambulatorial,HCO,HSO,REF,,,PÃŠNIS,"SISTEMA GENITAL E REPRODUTOR
MASCULINO",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
POSTECTOMIA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,PÃŠNIS,"SISTEMA GENITAL E REPRODUTOR
MASCULINO",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
PRIAPISMO - TRATAMENTO CIRÃšRGICO,,,,,HCO,HSO,REF,,,PÃŠNIS,"SISTEMA GENITAL E REPRODUTOR
MASCULINO",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
RECONSTRUÃ‡ÃƒO DE PÃŠNIS COM ENXERTO - PLÃ�STICA TOTAL,,,,,HCO,HSO,REF,,,PÃŠNIS,"SISTEMA GENITAL E REPRODUTOR
MASCULINO",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
REIMPLANTE DO PÃŠNIS,,,,,HCO,HSO,REF,,,PÃŠNIS,"SISTEMA GENITAL E REPRODUTOR
MASCULINO",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
REVASCULARIZAÃ‡ÃƒO PENIANA,,,,,HCO,HSO,REF,,,PÃŠNIS,"SISTEMA GENITAL E REPRODUTOR
MASCULINO",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
ABSCESSO PERINEAL - DRENAGEM CIRÃšRGICA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,VULVA,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
BARTOLINECTOMIA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,VULVA,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
BIÃ“PSIA DE VULVA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,VULVA,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
"CAUTERIZAÃ‡ÃƒO QUÃ�MICA, OU ELETROCAUTERIZAÃ‡ÃƒO, OU CRIOCAUTERIZAÃ‡ÃƒO DE LESÃ•ES DA VULVA",,,,,HCO,HSO,REF,,,VULVA,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
CLITORIDECTOMIA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,VULVA,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
CLITOROPLASTIA,,,,,HCO,HSO,REF,,,VULVA,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
EXCISÃƒO RADICAL LOCAL DA VULVA,,,,,HCO,HSO,REF,,,VULVA,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
EXÃ‰RESE DE GLÃ‚NDULA DE SKENE,,,,Seg. Ambulatorial,HCO,HSO,REF,,,VULVA,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
EXÃ‰RESE DE LESÃƒO DA VULVA E/OU DO PERÃ�NEO,,,,Seg. Ambulatorial,HCO,HSO,REF,,,VULVA,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
HIPERTROFIA DOS PEQUENOS LÃ�BIOS - CORREÃ‡ÃƒO CIRÃšRGICA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,VULVA,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
INCISÃƒO E DRENAGEM DA GLÃ‚NDULA DE BARTHOLIN OU SKENE,,,,Seg. Ambulatorial,HCO,HSO,REF,,,VULVA,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
MARSUPIALIZAÃ‡ÃƒO DA GLÃ‚NDULA DE BARTHOLIN,,,,Seg. Ambulatorial,HCO,HSO,REF,,,VULVA,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
VULVECTOMIA,,,,,HCO,HSO,REF,,,VULVA,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
PROCEDIMENTO,"RN
(alteraÃ§Ã£o)",VIGÃŠNCIA,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÃ�TULO
BIÃ“PSIA DE VAGINA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,VAGINA,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
"CAUTERIZAÃ‡ÃƒO QUÃ�MICA, OU ELETROCAUTERIZAÃ‡ÃƒO, OU CRIOCAUTERIZAÃ‡ÃƒO DE LESÃ•ES DA VAGINA",,,,,HCO,HSO,REF,,,VAGINA,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
COLPECTOMIA,,,,,HCO,HSO,REF,,,VAGINA,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
COLPOCLEISE (LEFORT),,,,,HCO,HSO,REF,,,VAGINA,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
COLPOPLASTIA,,,,,HCO,HSO,REF,,,VAGINA,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
"COLPORRAFIA OU COLPOPERINEOPLASTIA (INCLUINDO RESSECÃ‡ÃƒO DE SEPTO OU RESSUTURA DE PAREDE
VAGINAL)",,,,,HCO,HSO,REF,,,VAGINA,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
COLPOTOMIA OU CULDOCENTESE,,,,Seg. Ambulatorial,HCO,HSO,REF,,,VAGINA,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
EXÃ‰RESE DE CISTO VAGINAL,,,,Seg. Ambulatorial,HCO,HSO,REF,,,VAGINA,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
EXTRAÃ‡ÃƒO DE CORPO ESTRANHO,,,,,HCO,HSO,REF,,,VAGINA,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
FÃ�STULA GINECOLÃ“GICA - TRATAMENTO CIRÃšRGICO,,,,,HCO,HSO,REF,,,VAGINA,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
HIMENOTOMIA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,VAGINA,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
"NEOVAGINA (CÃ“LON, DELGADO, TUBO DE PELE)",,,,,HCO,HSO,REF,,,VAGINA,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
BIÃ“PSIA DO COLO UTERINO,,,,Seg. Ambulatorial,HCO,HSO,REF,,,ÃšTERO,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
BIÃ“PSIA DO ENDOMÃ‰TRIO,,,,Seg. Ambulatorial,HCO,HSO,REF,,,ÃšTERO,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
"CAUTERIZAÃ‡ÃƒO QUÃ�MICA, OU ELETROCAUTERIZAÃ‡ÃƒO, OU CRIOCAUTERIZAÃ‡ÃƒO DE LESÃ•ES DE COLO
UTERINO",,,,Seg. Ambulatorial,HCO,HSO,REF,,,ÃšTERO,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
CURETAGEM GINECOLÃ“GICA SEMIÃ“TICA E/OU TERAPÃŠUTICA COM OU SEM DILATAÃ‡ÃƒO DE COLO UTERINO,,,,,HCO,HSO,REF,,,ÃšTERO,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
DILATAÃ‡ÃƒO DO COLO UTERINO,,,,Seg. Ambulatorial,HCO,HSO,REF,,,ÃšTERO,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
EXCISÃƒO DE PÃ“LIPO CERVICAL,,,,Seg. Ambulatorial,HCO,HSO,REF,,,ÃšTERO,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
HISTERECTOMIA SUBTOTAL (VIA ALTA OU BAIXA),,,,,HCO,HSO,REF,,,ÃšTERO,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
PROCEDIMENTO,"RN
(alteraÃ§Ã£o)",VIGÃŠNCIA,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÃ�TULO
HISTERECTOMIA SUBTOTAL COM ANEXECTOMIA (VIA ALTA OU BAIXA),,,,,HCO,HSO,REF,,,ÃšTERO,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
HISTERECTOMIA SUBTOTAL LAPAROSCÃ“PICA COM OU SEM ANEXECTOMIA,,,,,HCO,HSO,REF,,,ÃšTERO,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
HISTERECTOMIA TOTAL (VIA ALTA OU BAIXA),,,,,HCO,HSO,REF,,,ÃšTERO,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
HISTERECTOMIA TOTAL LAPAROSCÃ“PICA,,,,,HCO,HSO,REF,,,ÃšTERO,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
HISTERECTOMIA TOTAL AMPLIADA (VIA ALTA OU BAIXA),,,,,HCO,HSO,REF,,,ÃšTERO,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
HISTERECTOMIA TOTAL LAPAROSCÃ“PICA AMPLIADA,,,,,HCO,HSO,REF,,,ÃšTERO,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
HISTERECTOMIA TOTAL COM ANEXECTOMIA (VIA ALTA OU BAIXA),,,,,HCO,HSO,REF,,,ÃšTERO,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
HISTERECTOMIA TOTAL LAPAROSCÃ“PICA COM ANEXECTOMIA,,,,,HCO,HSO,REF,,,ÃšTERO,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
"HISTEROSCOPIA CIRÃšRGICA COM BIÃ“PSIA E/OU CURETAGEM UTERINA, LISE DE SINÃ‰QUIAS, RETIRADA DE
CORPO ESTRANHO",,,,Seg. Ambulatorial,HCO,HSO,REF,,,ÃšTERO,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
"HISTEROSCOPIA COM RESSECTOSCÃ“PIO PARA MIOMECTOMIA, POLIPECTOMIA, METROPLASTIA,
ENDOMETRECTOMIA E RESSECÃ‡ÃƒO DE SINÃ‰QUIAS",,,,,HCO,HSO,REF,,,ÃšTERO,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
IMPLANTE DE DISPOSITIVO/SISTEMA INTRAUTERINO (DIU/SIU) HORMONAL - INCLUI O DISPOSITIVO,542/2022,01/09/2022,,Seg. Ambulatorial,,,REF,,,ÃšTERO,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
IMPLANTE DE DISPOSITIVO INTRA-UTERINO (DIU) NÃƒO HORMONAL - INCLUI O DISPOSITIVO,,,,Seg. Ambulatorial,,,REF,,,ÃšTERO,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
METROPLASTIA,,,,,HCO,HSO,REF,,,ÃšTERO,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
MIOMECTOMIA UTERINA,,,,,HCO,HSO,REF,,,ÃšTERO,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
MIOMECTOMIA UTERINA LAPAROSCÃ“PICA,,,,,HCO,HSO,REF,,,ÃšTERO,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
"TRAQUELECTOMIA - AMPUTAÃ‡ÃƒO, CONIZAÃ‡ÃƒO - (COM OU SEM CIRURGIA DE ALTA FREQUÃŠNCIA / CAF)",,,,,HCO,HSO,REF,,,ÃšTERO,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
"CIRURGIA DE ESTERILIZAÃ‡ÃƒO FEMININA (LAQUEADURA TUBÃ�RIA / LAQUEADURA TUBÃ�RIA LAPAROSCÃ“PICA) -
COM DIRETRIZ DE UTILIZAÃ‡ÃƒO",,,,,HCO,HSO,REF,,11,TUBAS,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
SALPINGECTOMIA,,,,,HCO,HSO,REF,,,TUBAS,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
NEOSSALPINGOSTOMIA,,,,,HCO,HSO,REF,,,TUBAS,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
PROCEDIMENTO,"RN
(alteraÃ§Ã£o)",VIGÃŠNCIA,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÃ�TULO
NEOSSALPINGOSTOMIA LAPAROSCÃ“PICA - EXCETO PARA REVERSÃƒO DE LAQUEADURA TUBÃ�RIA,,,,,HCO,HSO,REF,,,TUBAS,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
SALPINGECTOMIA LAPAROSCÃ“PICA,,,,,HCO,HSO,REF,,,TUBAS,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
OOFORECTOMIA OU OOFOROPLASTIA,,,,,HCO,HSO,REF,,,OVÃ�RIOS,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
OOFOROPLASTIA OU OOFORECTOMIA LAPAROSCÃ“PICA,,,,,HCO,HSO,REF,,,OVÃ�RIOS,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
TRANSLOCAÃ‡ÃƒO DE OVÃ�RIOS,,,,,HCO,HSO,REF,,,OVÃ�RIOS,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
CORREÃ‡ÃƒO DE DEFEITO LATERAL,,,,,HCO,HSO,REF,,,PERÃ�NEO,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
CORREÃ‡ÃƒO DE ENTEROCELE,,,,,HCO,HSO,REF,,,PERÃ�NEO,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
